x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-39.20429338602247,-45.81909670782197,-26.52131514223289,-33.26453500983436,-42.94487806325715,-52.336406288064566,-45.22031676411534,-48.27430978339783
0,1,-42.18635783132359,-45.886764139565244,-25.038254454636395,-50.0213654653322,-39.03194331614832,-50.46772279040064,-50.9478266757294,-50.35945948840994
0,2,-43.860014486716715,-51.20107880400718,-29.797185961296556,-47.55829590674499,-42.791559491495526,-53.7242942887597,-44.30207955757999,-50.45082270259848
0,3,-40.22260594029099,-51.48950747577531,-31.944101754981777,-51.05860788250136,-46.33164294519443,-49.959677272338055,-45.717457924185666,-49.87147415731799
0,4,-33.94176047661138,-31.736346934034223,-33.45345677703687,-47.67806906815843,-48.737249657484654,-51.03244489385463,-42.374577226924636,-47.58325196753019
0,5,-21.180414491605056,-34.942132257788955,-38.19384442712185,-51.23905019547008,-46.50977951029557,-53.22040344155505,-43.09184101101585,-49.85885694795034
1,0,-45.1717946180483,-47.710183413595125,-29.02058946362845,-36.62590022169182,-38.20975413694681,-46.42025730268131,-40.8948748243954,-48.16107596978071
1,1,-42.160979728255086,-40.28144024168545,-35.719602597861154,-38.26732290498887,-46.77097769740553,-55.63668836309438,-41.02670371952003,-57.120196919400456
1,2,-38.108116312936424,-47.53987555333824,-35.16922613189766,-44.80526685679351,-43.14160561923198,-49.80940892351451,-42.095947863237804,-49.740447314474736
1,3,-34.710654950420206,-39.708750793948184,-38.86314693133454,-52.5508877266961,-43.0798773691166,-54.347560055368355,-47.54478961098917,-61.23933047155452
1,4,-29.10809543802397,-38.8546483463555,-30.647683951776692,-48.72600539921943,-45.70063438593412,-52.63191006644979,-49.650466392425706,-49.20548681781587
1,5,-29.519796528649675,-37.520542613462084,-41.76735614028838,-51.887541539081184,-45.7781937687406,-53.45296045359137,-48.282375799552554,-51.71464592423595
2,0,-45.32840528003845,-47.87810779473209,-36.66439704805401,-49.40599436450628,-41.82109866298072,-52.73337892825876,-43.658666780732744,-44.948137122233405
2,1,-39.19689855018776,-52.33115385361302,-36.233611200648426,-53.73069825457023,-39.75330940206247,-52.70306489394279,-48.94285551128071,-54.5466748708719
2,2,-33.99318209435573,-45.564098603067734,-38.78181178945181,-50.13320433099791,-38.764913157309266,-47.25956353592565,-42.21777948971942,-53.072921405217976
2,3,-35.136548309486706,-44.3745045164638,-39.54004968812554,-48.736295046740054,-39.628891428260296,-52.86735617851345,-41.167595569974594,-43.31201934895459
2,4,-33.97387362226248,-39.91372140524588,-51.991826014768094,-51.76446893100194,-36.33301247042074,-51.32752692491829,-43.02754742497373,-43.41988884873622
2,5,-32.912236668526205,-34.489110850601,-38.46505165425208,-53.81858164051481,-42.03982734641592,-51.5472569425759,-39.258877762429925,-51.82689297345286
3,0,-34.59111997606206,-50.01074727733422,-37.00861303206465,-45.68615352777431,-45.78420148524539,-50.28317048903854,-42.948535528403156,-51.316191228145584
3,1,-35.65726649274288,-49.65716931957944,-38.658312767725356,-43.622242988592184,-36.27638253855916,-51.61971120237801,-39.172790840996086,-48.00429808865412
3,2,-41.77657654094743,-42.8229037638862,-39.96173521038078,-42.40120429032422,-37.64510595165402,-40.928088741906635,-39.82886541612759,-54.45235777242226
3,3,-38.610515611599425,-52.57022132753441,-47.05671058438881,-43.72001855581645,-40.94747469567974,-51.47004486394592,-45.0468538461588,-39.67001129928602
3,4,-37.91876825638122,-44.73270811166066,-37.25507366935594,-49.36428270493346,-36.48408263914267,-45.539773469245574,-45.63879106617782,-49.66585115096061
3,5,-39.14892004538359,-48.480543319123,-37.97695557514331,-50.803883505173616,-38.206603419170186,-53.039077606506254,-44.07593348084899,-47.7782685761116
4,0,-39.66202530877648,-51.71547845985441,-45.2257333063168,-50.01946867116462,-37.621602162600425,-49.85616181868497,-43.94043861443433,-49.56552159295366
4,1,-43.53762071753388,-46.64750659150091,-38.39200541978395,-47.09070414198804,-43.72403904090514,-51.19819942483505,-37.96247799991689,-46.425792849388884
4,2,-44.41932345908083,-45.659577878151794,-48.53251738065923,-54.51748015443454,-36.81123458438866,-53.04221055539815,-46.24431130390851,-49.47232528022201
4,3,-39.25083339509079,-50.15478629202792,-39.81241006825999,-49.24717044579836,-32.71363667346789,-50.190072255844534,-40.23604945578307,-47.568834418547695
4,4,-36.21161553070692,-58.490869702436214,-39.258021659616944,-39.95575771288979,-33.862572176466585,-51.73792515731226,-42.50696958523451,-45.42859765404283
4,5,-43.75674881213333,-43.426738070511306,-38.60937781310371,-55.98600609509624,-42.28780480831696,-52.46328877077367,-42.98024979103465,-55.65680435661251
5,0,-40.97127733207622,-42.2121677539439,-41.86191356028796,-50.983267197165844,-41.14472348738054,-42.53024384983147,-49.110206711742634,-37.68024081216376
5,1,-43.71643056600291,-50.38775095932802,-41.78506549550032,-45.52164806005973,-46.10315123783613,-53.26523597690191,-42.72549057737759,-46.165569454646985
5,2,-44.11868162913539,-51.97982080286709,-44.636460575152,-56.22394661773433,-37.72620327233158,-51.105232883067245,-37.79948902710474,-40.10373343154218
5,3,-37.136579893879855,-56.6415802332376,-50.148538714861324,-48.10678682682945,-41.130245508039785,-45.57033923562265,-38.30246564789957,-46.1558860816951
5,4,-40.41368640405142,-47.39729491802841,-40.82214584425195,-50.4535078212933,-36.10325892188446,-41.76501621036607,-44.44819958186238,-48.06070633865113
5,5,-42.65411243932529,-50.43127705214448,-44.12502477295337,-52.95344456392451,-34.87577479511616,-40.05093495421478,-46.09424573199801,-42.72000866676246
6,0,-44.32404420182192,-59.30677036643084,-39.747203605941856,-42.4856321265639,-41.6389250290775,-50.49809344001878,-38.19546878003888,-42.39087444838897
6,1,-41.21688609694453,-53.128709972684796,-46.02641135656948,-51.93610977603231,-39.40544134467815,-45.447380371614045,-34.954647727987776,-36.477934365793104
6,2,-47.55541212224054,-45.30863297639883,-45.46158198537927,-45.489867263548135,-39.53104119454685,-46.419730114023594,-42.613800186537716,-41.52043857711878
6,3,-41.39616681676429,-48.10660828260605,-39.435695369550615,-49.9973259767884,-39.125477124537056,-53.106311698245676,-37.361223987053265,-44.32880830821401
6,4,-41.56828353723185,-44.8742553158988,-48.34140860034134,-44.63480365596549,-33.61976976332032,-42.26861398142795,-46.50156387158902,-49.26959528268233
6,5,-48.02596704682499,-53.19267604010588,-49.09605249035012,-45.267333264015065,-29.580702528331834,-47.40640975091844,-42.61881299680718,-50.33257813131153
