x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-38.29,-46.29,-25.38,-33.1,-43.24,-54.36,-45.31,-48.67
0,1,-41.95,-45.74,-25.43,-49.38,-39.67,-50.6,-50.9,-50.4
0,2,-44.1,-50.24,-31.19,-47.14,-43.07,-53.93,-44.14,-50.45
0,3,-40.07,-51.57,-32.0,-51.57,-47.21,-49.64,-44.95,-49.5
0,4,-33.62,-32.43,-33.83,-47.26,-48.83,-51.26,-41.86,-47.67
0,5,-20.93,-35.1,-38.12,-50.38,-45.83,-53.33,-44.02,-49.64
1,0,-45.6,-48.45,-28.95,-37.07,-38.1,-47.62,-41.21,-47.74
1,1,-42.62,-40.57,-35.52,-38.33,-47.31,-56.02,-40.67,-57.29
1,2,-38.55,-47.5,-35.14,-43.93,-43.6,-49.86,-42.17,-49.76
1,3,-34.62,-39.4,-38.17,-52.81,-43.07,-53.88,-47.14,-61.93
1,4,-29.21,-38.5,-30.93,-49.45,-45.6,-52.26,-49.1,-49.48
1,5,-29.4,-37.98,-42.17,-51.6,-46.07,-53.45,-49.76,-52.36
2,0,-44.36,-48.21,-36.24,-50.45,-42.24,-52.74,-44.5,-44.6
2,1,-40.31,-51.52,-36.48,-52.79,-39.12,-52.45,-48.88,-54.43
2,2,-33.95,-44.93,-38.57,-50.14,-38.86,-48.05,-42.88,-52.55
2,3,-35.83,-43.83,-39.0,-48.19,-39.55,-52.57,-40.76,-43.98
2,4,-34.07,-40.0,-51.64,-51.36,-37.05,-51.14,-43.14,-43.55
2,5,-32.57,-34.4,-38.31,-53.6,-42.4,-51.21,-38.95,-52.17
3,0,-34.93,-49.76,-37.0,-46.05,-46.1,-50.98,-42.55,-50.76
3,1,-35.74,-50.21,-38.5,-42.83,-36.05,-51.62,-38.79,-48.0
3,2,-42.14,-42.95,-40.0,-42.05,-37.29,-40.81,-39.69,-54.79
3,3,-38.93,-52.5,-46.6,-44.12,-40.17,-51.24,-43.83,-41.05
3,4,-38.31,-44.5,-36.38,-49.1,-36.52,-45.43,-45.24,-49.79
3,5,-38.6,-48.52,-38.07,-51.31,-37.9,-53.12,-44.36,-48.31
4,0,-39.64,-51.62,-45.62,-49.81,-38.24,-49.64,-43.55,-49.19
4,1,-43.74,-46.38,-38.48,-47.36,-43.76,-50.62,-38.24,-46.5
4,2,-43.71,-46.33,-48.81,-55.71,-37.21,-53.4,-46.4,-49.4
4,3,-39.4,-50.12,-40.02,-49.05,-32.76,-49.98,-40.14,-47.57
4,4,-36.05,-59.45,-38.71,-40.43,-33.5,-51.07,-42.5,-45.38
4,5,-44.31,-43.5,-38.71,-56.57,-42.02,-52.83,-43.12,-56.14
5,0,-41.62,-42.71,-40.93,-51.05,-41.07,-42.5,-49.62,-37.67
5,1,-43.38,-49.86,-41.71,-45.24,-45.52,-54.21,-42.57,-46.21
5,2,-44.24,-51.93,-44.14,-55.5,-37.71,-51.14,-38.4,-40.52
5,3,-37.02,-55.79,-49.83,-48.1,-41.19,-45.55,-38.81,-46.17
5,4,-40.52,-47.36,-40.74,-50.76,-35.95,-42.0,-44.24,-48.31
5,5,-42.07,-50.38,-44.29,-52.71,-35.21,-40.19,-46.14,-42.4
6,0,-43.38,-56.55,-39.48,-43.45,-41.26,-50.69,-37.95,-42.81
6,1,-40.76,-52.95,-46.5,-51.71,-39.69,-45.19,-34.52,-36.14
6,2,-48.29,-45.05,-45.36,-45.1,-39.88,-46.76,-43.88,-40.33
6,3,-41.33,-48.38,-39.38,-50.29,-39.21,-52.95,-37.43,-44.29
6,4,-41.86,-44.9,-47.88,-44.43,-34.07,-42.33,-46.74,-49.57
6,5,-47.86,-52.62,-48.67,-45.83,-30.12,-48.1,-42.5,-49.31
