x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-35.892260629153604,-33.56006901756481,-21.79363561287144,-30.49912351426843,-38.28170155786222,-47.756349223257786,-41.73049528226976,-43.753229948918985
0,1,-37.639456818255766,-43.03552035561917,-23.43478971656795,-42.94326261662918,-37.109054939883976,-45.55478353417117,-46.59448510704908,-47.06889042747591
0,2,-41.26268797615299,-43.00020350291592,-27.84596334736314,-41.99222131278666,-40.04925814921348,-50.699273758130005,-41.15543665536527,-45.369309765316366
0,3,-35.38895869138081,-48.14333136780954,-29.78387916770303,-47.836556517329214,-43.841168820321165,-47.0053776214316,-42.79976529555242,-47.05796231410655
0,4,-30.891497423826927,-30.2465718071309,-29.09582414148359,-43.17170889290836,-45.4010846671998,-48.79218854944221,-36.13912151364419,-42.80817141785733
0,5,-18.225425450622467,-31.396395069866923,-35.35891740253124,-48.69175578613832,-43.97704656663804,-51.27442624224736,-39.63787140436597,-45.1164558953414
1,0,-42.77866539478024,-43.446094943242926,-25.844966478013784,-33.03427322730988,-35.53780557051071,-43.32957381183476,-38.23506820002759,-43.38361066970045
1,1,-38.770282621281744,-37.70168159026381,-33.06818439241909,-35.07197588308701,-42.63594939872216,-50.49928369133368,-37.10987543677149,-51.63756650132924
1,2,-34.58131801654581,-44.849186574975455,-32.301179616633426,-40.11454799712793,-40.04531023883587,-47.00334445294924,-39.053586313205294,-46.71285014935791
1,3,-32.274063985833926,-36.77443232820539,-35.43557154895753,-49.23764656050664,-40.27537423045531,-51.312375812538974,-42.879172645603646,-55.63871834762828
1,4,-26.5343349540857,-35.774482630631454,-28.08830703444633,-46.78719963496325,-43.43391477634583,-49.12737567050512,-45.79115276855128,-47.45731400252214
1,5,-25.379819951269468,-36.044235350561394,-39.60975604711896,-48.754023384363705,-42.32103078136826,-48.5455317043947,-45.06811917969513,-46.74589712571669
2,0,-41.53442811659548,-44.70290809441007,-33.00860818292833,-46.266637089922135,-37.930857565096005,-47.684351503374856,-40.05014738651133,-41.49577066470657
2,1,-36.035340865889495,-48.601677507647416,-33.15872857894671,-46.0,-36.030672265314855,-48.856517683187256,-45.77880941517466,-49.13950445222698
2,2,-29.976695333130124,-42.46350050451797,-35.47958565038738,-46.11090890410159,-34.769351118757065,-44.64792432658675,-38.27145215081914,-50.131791013148295
2,3,-32.85309010265726,-42.05774942817674,-35.937302920261864,-42.74838030005338,-35.25704377941077,-49.57871956336608,-35.60156408928383,-39.73501212794893
2,4,-31.60796030632724,-37.72282601212356,-48.479385149620434,-49.3112018208496,-33.292279638209,-48.56129409078299,-38.64722873413554,-41.207512815705066
2,5,-29.51452127428681,-31.88621622491481,-33.035501730603016,-51.59512065485917,-38.30641858935294,-47.63848663177054,-36.35704842257506,-49.50786217247626
3,0,-31.38262076152205,-46.44290125867607,-31.262300714031927,-42.5262353387748,-43.451720701573805,-47.02845499013789,-40.042270232057575,-46.04450543948513
3,1,-32.4381998050956,-46.0272346180839,-32.731357260802085,-40.46259076811919,-32.42245606942664,-48.4428843760988,-36.056207504626734,-45.19657642712407
3,2,-38.38434727175751,-40.43369277039574,-37.050707400776254,-38.85922107344441,-34.48331594145838,-39.293017813724745,-35.48757097260148,-50.80682204850935
3,3,-35.350625810907715,-49.07428914464867,-43.3542613645832,-41.398864440706944,-36.57036241230717,-45.53519790086507,-38.83118300363178,-36.0240056206708
3,4,-35.01015648399845,-41.8834596852863,-33.83490228119298,-45.59280936301041,-32.81189237086515,-42.60946211142616,-39.47527520086061,-46.0633310964944
3,5,-36.13078570444876,-45.22644003629216,-34.98012465361449,-46.15013367636372,-35.126657495889866,-49.48124426434778,-40.55242534317806,-44.57912795886299
4,0,-36.01795331680186,-49.24772771729283,-41.117012215771965,-46.29775127021572,-34.33906886690218,-46.55317230094217,-40.57262621381135,-45.725928330846834
4,1,-39.810772591604376,-42.32502708080286,-35.095523285251126,-44.82236184713798,-40.65732733086273,-47.55987028329588,-34.77747263677466,-43.71009970813129
4,2,-41.372394810296335,-43.739041844780864,-45.547585273575855,-51.224159952407774,-34.48522964466261,-50.24166239678302,-42.574400054140696,-46.57706733570139
4,3,-37.149935539037806,-48.46106293176475,-37.36971909373083,-45.3852877618681,-29.52811800205177,-48.0,-36.0,-42.64026351184589
4,4,-33.036227107435295,-53.8317760510032,-34.08383298592136,-36.88492145818173,-30.940870015796563,-47.66639660746976,-38.85324998516936,-42.96525472504537
4,5,-38.20808050840417,-41.61867992286631,-36.54450374938562,-50.0,-37.561140891211465,-49.13901810845735,-39.17699584405445,-48.872262551357
5,0,-39.21094710487517,-40.0238386262291,-37.26007566594189,-48.86348390988856,-37.50784712198923,-39.68420940954734,-43.0685800301446,-34.49294431654471
5,1,-41.185288022528574,-46.5355758042701,-38.53537212554365,-41.74341294207458,-41.6206001442434,-49.39791114897253,-38.73753498466997,-42.46686696624879
5,2,-40.79451297176423,-47.50968291245863,-40.965679068037744,-50.11150022387869,-34.48548631756899,-47.97448571379364,-35.12497616292346,-37.27644355581947
5,3,-34.23943933577915,-50.41417923598396,-43.64017413865801,-44.59031830424895,-37.67781678053454,-42.31717335457329,-33.24062599573556,-43.23291956111468
5,4,-37.35005952469133,-44.98344860218752,-37.162936640056216,-48.3506754562394,-33.03531725100119,-39.1520405583767,-40.759072607482985,-44.40374585958035
5,5,-39.83726017928095,-47.681348601329205,-40.278861402746976,-46.0,-32.77311354603858,-37.75900164471808,-41.45088717646309,-39.67856840888396
6,0,-38.49962299402016,-49.880155637006354,-36.60076165762635,-40.95685495380915,-38.48305255935407,-46.31051267066834,-34.82455559854954,-38.01101615449558
6,1,-37.33980637649293,-47.52519265144776,-39.83947883062598,-49.915649429128734,-35.87162703640812,-41.99127789566224,-30.705994031575223,-33.010977338607454
6,2,-44.05147757529394,-42.09149459102193,-42.79659554370686,-42.70988109871751,-34.56459999193221,-42.57169350571019,-35.2817029299073,-35.95679581940974
6,3,-37.026212535858434,-45.71530906120287,-37.19190090390597,-46.92305719036708,-36.00592030913635,-47.66496410283535,-35.33327304417876,-42.10781877814038
6,4,-37.55281813446328,-42.275225682912094,-42.74485199974228,-41.721092996099095,-29.9564004965744,-39.08900164966731,-44.161412178001406,-45.34144941551882
6,5,-44.0069099812968,-49.52362367874323,-45.08323932604435,-41.65599071481682,-26.918939775792104,-42.7403223128591,-40.18515703947294,-39.4334945826244
