x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-35.49604627951985,-39.92052731058816,-21.981531196487285,-29.9350629381474,-39.79350626820951,-48.2698685877325,-41.26090606551323,-43.35929588162165
0,1,-37.639456818255766,-42.2215908989891,-21.132770776117503,-40.87491484366465,-36.83647657188691,-47.83183034106534,-48.20829011491634,-47.775466267311394
0,2,-40.43203547653211,-42.89735558769183,-28.47286474181828,-42.86039209341156,-40.35727277328896,-49.953335347484185,-40.89093271304589,-47.07943602677526
0,3,-36.668547710067685,-46.347918552659934,-29.68719790774628,-47.836556517329214,-43.77813435914318,-47.23543540652317,-42.32414979712309,-46.24151941950587
0,4,-30.891497423826927,-30.05096590622273,-29.09582414148359,-44.81155840711739,-46.232875324953845,-48.133442337646585,-37.00371430394572,-41.72123643179958
0,5,-18.03910819492284,-31.396395069866923,-36.300077762479646,-48.36345186783468,-44.01280921633161,-50.58696149548596,-40.19749723223421,-47.47134513989848
1,0,-41.89825365873333,-43.14499591813372,-25.844966478013784,-34.01723063246281,-34.471561792181255,-43.404011638779465,-37.355497117046205,-44.74559138977224
1,1,-38.898503871552485,-36.0,-32.42312186514991,-35.07197588308701,-41.52300862812702,-49.97171750118111,-36.22609931385802,-52.61316890158411
1,2,-34.805165227884345,-45.43412739703388,-32.771787743223534,-41.23678986927445,-40.25387774369359,-47.57592505072637,-38.593091055325296,-46.79337319857762
1,3,-32.006735139318515,-36.74505408930002,-36.08029254722358,-49.609417732174265,-40.62109309743052,-50.90114113036545,-44.89759359895383,-54.04539324752494
1,4,-26.128195746816747,-35.08613991038221,-28.08830703444633,-46.367205937954566,-42.59169104865066,-49.3366942172981,-44.03487236618271,-44.99962690338639
1,5,-25.2850766405028,-34.32935871748539,-38.56828008857723,-48.59757005856477,-40.17962345441423,-50.35044696687875,-46.01823926821462,-49.0
2,0,-39.78081347757514,-44.51211159150099,-33.350827800076885,-46.07147165376034,-38.53848019471817,-47.546101644161865,-40.70331010758756,-41.79511038995823
2,1,-36.30421186450014,-49.39099011999232,-32.56784542850526,-45.12172824568695,-35.39529024826961,-49.67496102437172,-43.663421895726685,-49.13950445222698
2,2,-31.128651225422768,-41.63180534741163,-35.074553546888154,-46.59277075282105,-35.13441196150614,-44.85495333314048,-39.00527440094404,-50.39723539580645
2,3,-33.04074743076926,-41.41571086105674,-35.937302920261864,-44.562862811268616,-35.6672940388231,-49.29416446005838,-37.44434516259056,-40.62962174559837
2,4,-31.67830464455384,-37.40059181902045,-44.0,-47.0,-34.21463699675486,-47.2314928769688,-38.67136514777348,-41.64895395824058
2,5,-29.90593066052196,-31.890214522906163,-32.539775525949,-51.09898885135078,-37.374232659495,-49.16743512864644,-35.737048633820265,-48.53792879995569
3,0,-32.69217010618363,-46.18879768138918,-31.0,-42.85281033489366,-42.39420664854484,-47.07214493629363,-39.54168745662281,-48.0
3,1,-33.03861986812734,-47.0,-32.46527567076071,-40.56824242833788,-33.36904866196677,-48.026600023334325,-36.02559537337181,-45.19657642712407
3,2,-38.38434727175751,-40.48033008376542,-37.34228598139969,-39.69160472454408,-34.43637824875199,-39.87158120437557,-37.19656813248138,-49.28998484659045
3,3,-35.350625810907715,-50.35444393960314,-41.80677688522651,-39.52682788926504,-36.57036241230717,-45.543688624834566,-39.67531850787076,-36.0240056206708
3,4,-35.18376948786372,-41.6255185835964,-34.43928315321912,-46.86893196072956,-33.654044685061926,-43.24313342528368,-41.92891817583543,-47.286834096033566
3,5,-36.045946088924175,-41.67794696304252,-34.44714218277654,-46.40990498867828,-35.126657495889866,-49.21982390559082,-40.55242534317806,-45.54012986736873
4,0,-37.02062291444034,-48.267225150305904,-41.4477610199382,-47.65200081999952,-35.13285674872571,-46.98169681010694,-39.027525926079605,-44.70471204073324
4,1,-38.23951106991564,-43.0,-35.91214337542944,-45.00708691879692,-40.551073721166624,-47.55987028329588,-34.77747263677466,-42.1460849890412
4,2,-41.22931339070063,-42.35898858274744,-45.604439868044935,-52.57063114807535,-34.55926780321335,-51.21802598553143,-42.574400054140696,-46.97739582045619
4,3,-36.71796223859139,-47.343878389712096,-37.131219692911536,-45.26203994563653,-30.05317263148567,-47.394099489067,-35.13220336976019,-45.015365482480256
4,4,-33.17441068494042,-53.54569646655692,-34.930883445637505,-37.71169498436789,-30.80080379202837,-48.524653578285765,-38.41537105190997,-42.173254867985726
4,5,-38.20808050840417,-41.42876553430504,-36.319338053048526,-52.37811733138532,-38.74894801565243,-50.15630697749571,-39.30884557562844,-48.872262551357
5,0,-39.39665020640944,-40.54045701711952,-38.513111339526006,-48.39636746538801,-37.50784712198923,-39.003699173143424,-43.804384453009696,-35.557831752273735
5,1,-41.70905004236076,-47.25547614667745,-38.84472656505193,-40.37058723013291,-42.96593391834544,-50.044565210491584,-39.601038058578254,-42.70479633763343
5,2,-40.96722283391396,-48.89686320020474,-40.306171258423,-50.97976519439507,-35.61072208679116,-47.728819407308336,-34.37459191519739,-35.62504186693495
5,3,-32.88365884719891,-50.41417923598396,-43.64017413865801,-44.82692857918545,-38.93644193126576,-42.31717335457329,-34.07905831561383,-43.181254664119145
5,4,-38.030149798672696,-44.89779497515396,-37.0,-46.916773292119714,-32.891885507229915,-39.24507994544698,-40.275448544556966,-44.89812978773225
5,5,-39.333373306188406,-47.681348601329205,-39.55954145047277,-48.76617854888995,-32.154128905103626,-38.58623296449599,-42.05871946637821,-38.19103308624914
6,0,-40.02119815748782,-49.880155637006354,-36.84822528007223,-40.7718595989126,-38.199181643854,-45.953234151486825,-36.1729565704774,-38.18465197395096
6,1,-37.17556357519682,-49.33698135116848,-39.83947883062598,-50.37292097312357,-37.115930849985794,-42.63574402589592,-31.96223201915192,-33.010977338607454
6,2,-43.228127148413215,-42.09149459102193,-42.567965380370005,-41.86820205990851,-34.56459999193221,-42.95631370618677,-35.2817029299073,-37.98793299840518
6,3,-37.026212535858434,-44.57619711065658,-37.01317445385948,-46.90592853650632,-35.18778016532345,-47.92112239476268,-33.99698608730457,-41.6296806166576
6,4,-39.25569189856826,-41.088514302320846,-44.60672158849752,-41.452736953987554,-29.0,-40.382019478964,-42.04969609189703,-45.40686053294431
6,5,-43.51580791496116,-48.73169770084744,-44.62103131734966,-42.87248027972309,-26.08926749110026,-41.96679211998329,-38.362967665368735,-40.87065781031291
