x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-36.522841036095606,-40.5405997122696,-21.981531196487285,-26.631075472223262,-38.28170155786222,-49.04697119587701,-41.28763840142551,-42.38390228166657
0,1,-37.87161933044934,-43.33062467330875,-23.05448217711653,-43.290866061619326,-36.76904735906453,-46.39756020951256,-47.84277550342581,-47.5499130586029
0,2,-40.900062245564406,-41.63633408247348,-27.8498075779206,-43.99418777900566,-40.35727277328896,-49.953335347484185,-38.95779938981952,-47.07943602677526
0,3,-37.0,-45.57869260731642,-29.68719790774628,-49.0,-43.49047031641062,-46.11176837869996,-41.62815248858272,-45.293632168938025
0,4,-31.13182653367651,-29.393855417697065,-31.02246843406473,-43.17170889290836,-45.42581768445679,-49.00157377061077,-37.00371430394572,-41.23653999086622
0,5,-18.225425450622467,-32.77597447245354,-35.08736424593103,-48.36345186783468,-43.45417934339141,-50.77503899112006,-41.03750505253648,-44.30501836858107
1,0,-41.23318141485544,-42.81633406044909,-26.429762419096832,-34.6349214781441,-36.7655238882595,-43.404011638779465,-37.355497117046205,-44.74559138977224
1,1,-38.89868461658773,-36.0,-33.46834913418977,-35.84182697284069,-41.8660829459664,-50.61386991542358,-35.633211626722854,-51.77570382650951
1,2,-34.58131801654581,-45.13792982396829,-32.052997912282166,-41.23678986927445,-40.786124819278754,-47.90289426845588,-38.87194516795007,-46.64087017607775
1,3,-32.172945847733786,-36.74505408930002,-35.43557154895753,-50.33863306515288,-41.11825508807912,-50.69403510889939,-43.01067508989892,-56.09437385426138
1,4,-26.128195746816747,-35.08613991038221,-28.403763505695323,-46.367205937954566,-43.54856296956061,-49.3366942172981,-45.456375973169706,-44.99962690338639
1,5,-25.07091070603235,-35.547616395409875,-38.56827181744535,-47.46084759387082,-40.84192970167752,-51.08586397804285,-44.74561864612618,-48.8276973632786
2,0,-40.32966956757696,-44.38730927936878,-33.350827800076885,-45.550360169269766,-37.7800546330967,-47.9010442220114,-39.39897378660853,-42.54808041602005
2,1,-36.250392256681394,-48.75638705684734,-32.56784542850526,-46.01579887341614,-36.43355507097922,-48.82886481070112,-44.3092345865153,-49.982348477807726
2,2,-30.50070677534142,-41.63180534741163,-34.07509449657476,-46.62544174132309,-35.662985467652405,-44.34163186141263,-39.281374840973015,-50.61454304968294
2,3,-33.32231861882911,-41.98680196118389,-35.937302920261864,-45.48893529116131,-35.6672940388231,-49.57871956336608,-37.00662360880801,-40.8997594127844
2,4,-31.25965352303165,-37.40059181902045,-44.503598323468566,-46.89512448480528,-34.29320620074088,-48.66792839035145,-39.635014428284265,-41.3242172492795
2,5,-29.51452127428681,-31.65864725975685,-32.980850670092,-51.174268197154966,-37.85622504976299,-48.808738650042365,-35.93941536824658,-49.89314841319992
3,0,-31.38262076152205,-46.44290125867607,-33.82352992475662,-42.85281033489366,-41.76350234148039,-47.73701199871443,-39.55812058325398,-47.326145657100696
3,1,-34.107484360051075,-46.86582415650122,-32.46527567076071,-40.56824242833788,-33.36904866196677,-46.45609348560743,-36.13115538574725,-45.1705407933997
