x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-35.80527111104301,-37.86542667846672,-21.4144281138174,-26.631075472223262,-40.83001486711536,-48.99589122962749,-41.54153511659507,-42.71049743476478
0,1,-37.639456818255766,-42.510646566295534,-21.74242049062568,-44.30408231269762,-36.76904735906453,-46.26858068461011,-48.02521535319215,-47.422998859563215
0,2,-40.06939668981586,-44.14789717428477,-27.8498075779206,-44.06653375991342,-39.04388651456888,-50.95684265883252,-38.95779938981952,-48.36169727578284
0,3,-36.0894006827828,-47.62777967821606,-29.8434808690756,-48.66725613221305,-44.32657411864167,-46.064299860558506,-42.470012774203695,-46.93622459176648
0,4,-30.411155179430448,-29.790430369196805,-30.33821611596141,-43.890962368291774,-45.17912036391899,-49.0807732308016,-37.00371430394572,-43.66742410558009
0,5,-18.071934214606674,-30.731227049572663,-35.08736424593103,-47.586310682728325,-43.24158144442033,-51.30914031554317,-40.85203153582928,-44.0
1,0,-43.32767040002056,-44.256044115663954,-24.842028029380856,-34.68616671978183,-36.26066077499849,-43.404011638779465,-37.440185506926674,-43.81081751203463
1,1,-38.770282621281744,-36.92158622231376,-33.325541933495174,-35.66856435648008,-42.63594939872216,-50.56863187910362,-37.10987543677149,-52.7437227637087
1,2,-35.574122175156994,-44.849186574975455,-32.301179616633426,-41.97288948689943,-40.786124819278754,-47.00334445294924,-38.593091055325296,-47.07474297386782
1,3,-30.701327003960323,-36.77443232820539,-35.76210363160589,-49.23764656050664,-39.41475049289374,-50.1041468902217,-44.12964047011786,-53.77302861632042
1,4,-26.162135356376503,-36.22091037017328,-28.13627459582468,-46.21061912660495,-41.83881135825298,-49.11841441857201,-45.70039510991142,-45.97554190877429
1,5,-25.07091070603235,-35.81809838275107,-39.27348641010678,-48.754023384363705,-40.84192970167752,-50.34341845626761,-44.74561864612618,-46.74589712571669
2,0,-42.75177994617557,-45.77252957813304,-33.708665924336515,-45.07518539523637,-37.7800546330967,-48.89161831843194,-39.39897378660853,-41.53209760380524
2,1,-36.30421186450014,-48.75638705684734,-32.56784542850526,-46.0,-35.49147477833199,-48.856517683187256,-43.663421895726685,-50.7658315273485
2,2,-29.976695333130124,-42.0,-35.074553546888154,-46.59277075282105,-34.234213090374816,-44.33690765309057,-39.48641539919653,-50.63740785214407
2,3,-32.81878096430417,-41.41571086105674,-35.948960777173205,-42.74838030005338,-36.48149016816421,-50.62129395238309,-37.16700598204616,-40.62962174559837
2,4,-31.67830464455384,-37.72282601212356,-46.69451140351287,-47.83846199330494,-34.34847522621326,-49.09035539847446,-39.827923443335536,-42.00527948182684
2,5,-29.91114983121871,-32.07264840494055,-33.035501730603016,-51.09898885135078,-38.09568558711745,-49.37600118968648,-35.737048633820265,-49.07210652250684
3,0,-32.060426056983964,-46.42819752625682,-31.262300714031927,-42.695553171980215,-42.282479306779855,-48.5376707143573,-40.25857736538032,-46.04450543948513
3,1,-33.10629625213006,-46.797086809137454,-34.99309371733335,-40.9079597062318,-33.57516070270379,-49.04649333330776,-35.19949757230638,-45.348029528416006
3,2,-38.19498184466055,-40.75589459602769,-37.050707400776254,-39.69160472454408,-34.48331594145838,-39.07403821251995,-35.971101619041086,-50.82698892685771
3,3,-36.32381439730602,-49.07428914464867,-43.21654214100023,-41.398864440706944,-37.00001698076578,-45.53519790086507,-39.38483408363884,-36.52643505120259
3,4,-34.669202002614306,-42.2887617678447,-34.56759775032019,-46.09006142619888,-33.54252544949369,-43.24313342528368,-39.56226172582536,-46.432152777084006
3,5,-35.1038554500654,-44.26098032544417,-33.53916987410653,-46.40990498867828,-35.126657495889866,-49.48124426434778,-41.114087616314,-45.54012986736873
4,0,-37.22344211804421,-47.41095282224052,-43.10527155385514,-47.71111899225787,-34.69405565933516,-46.98169681010694,-40.79056048804319,-45.725928330846834
4,1,-39.07259200914405,-42.27315661872117,-35.737942425420314,-44.988108484384426,-40.25338322686856,-48.03421968397976,-35.955061553585416,-42.1460849890412
4,2,-41.372394810296335,-42.35898858274744,-45.44054590171963,-51.74197335866026,-34.691346766875355,-51.572583428932745,-41.614332439117,-46.67006566331983
4,3,-36.74912822620804,-47.343878389712096,-37.36971909373083,-45.3852877618681,-29.52811800205177,-48.489204358384,-36.57190723120937,-44.46878432395324
4,4,-31.493152581986703,-53.54970946733732,-34.82081402939818,-37.31221944051416,-31.240710209366625,-48.21544351388956,-40.820656990449,-42.74465166610592
4,5,-39.58176044028132,-41.24502174827614,-36.073578940996775,-51.89625613896752,-38.520609129024486,-50.68331582577752,-39.0775180364691,-47.94654722522494
5,0,-38.97461192877367,-40.355792130712544,-38.513111339526006,-48.39636746538801,-38.270592642720274,-39.003699173143424,-42.72516494762974,-34.74920961563392
5,1,-41.88761691769381,-46.5355758042701,-37.46873006674044,-42.03094336118506,-42.94118399251595,-48.70776859666305,-39.60108139168349,-42.97912417587136
5,2,-40.79451297176423,-48.90197549546541,-40.72421240041218,-48.19700309288633,-34.03853291810384,-47.90450241590502,-34.52321959027695,-35.62504186693495
5,3,-34.3922571473667,-52.29858898183589,-47.03159792998466,-45.23255581958604,-36.90087390821628,-43.02712908573283,-35.0812774895696,-42.89774505814292
5,4,-37.45912799803157,-44.88424604744336,-36.330272778763344,-48.3506754562394,-32.891885507229915,-40.00823700026016,-41.31729306662635,-46.32720770911845
5,5,-39.57629898537546,-47.9033188487171,-41.56900336247883,-50.060819517741066,-31.73002665620757,-38.106051855162725,-41.698281674849696,-38.19103308624914
6,0,-41.15032616969309,-52.2068150720576,-36.286867645172215,-40.80866047689728,-36.89963815218788,-47.10202723136286,-35.667819635748955,-38.44162320722701
6,1,-37.17556357519682,-47.29983431521055,-44.24998106792527,-49.31465118946,-37.17754651860203,-41.76154878132821,-31.57556341899202,-32.21247632668327
6,2,-44.05147757529394,-42.09149459102193,-42.567965380370005,-42.30361491084735,-37.07898928549171,-43.33567663227771,-37.25500071769861,-37.20253576761199
6,3,-37.57398256839943,-45.2305195070521,-36.43684088247522,-46.90592853650632,-35.18778016532345,-49.06403076386881,-35.23931963640721,-41.65433292625779
6,4,-39.02722411249641,-41.91840712585894,-44.08537739751561,-41.91147408387987,-30.77676152696141,-39.790058444344375,-42.04969609189703,-45.37792815914019
