x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-39.11,-45.24,-26.15,-33.74,-43.15,-53.8,-45.45,-48.29
0,1,-42.43,-46.33,-25.26,-49.72,-39.33,-50.35,-51.26,-50.34
0,2,-44.12,-50.38,-30.15,-47.54,-42.61,-54.06,-44.38,-50.43
0,3,-39.85,-51.32,-31.94,-51.04,-47.32,-49.76,-46.47,-49.99
0,4,-34.49,-31.88,-33.63,-47.24,-49.1,-51.18,-42.3,-47.15
0,5,-21.19,-35.08,-38.22,-50.93,-46.52,-53.69,-43.39,-49.64
1,0,-45.5,-48.05,-29.0,-36.78,-38.32,-47.07,-41.11,-48.28
1,1,-42.47,-40.17,-35.77,-38.27,-46.58,-55.43,-40.92,-57.09
1,2,-38.13,-48.19,-35.12,-44.93,-43.34,-49.7,-41.97,-49.96
1,3,-34.85,-39.92,-38.86,-52.36,-43.14,-54.3,-47.35,-61.46
1,4,-29.35,-38.64,-30.67,-48.86,-46.07,-52.37,-49.2,-49.36
1,5,-29.26,-37.51,-41.74,-51.98,-46.02,-53.47,-48.78,-51.9
2,0,-45.9,-47.84,-36.72,-49.99,-42.0,-52.5,-43.72,-44.78
2,1,-39.94,-52.24,-36.32,-53.14,-39.7,-52.52,-49.15,-54.61
2,2,-34.15,-45.46,-38.26,-49.91,-39.06,-47.46,-42.26,-53.35
2,3,-35.26,-44.53,-39.29,-48.39,-39.68,-53.26,-41.31,-43.49
2,4,-34.15,-39.88,-51.87,-51.54,-36.59,-51.35,-42.96,-43.47
2,5,-32.61,-36.08,-38.16,-53.86,-42.19,-51.85,-39.28,-51.91
3,0,-34.9,-49.8,-36.81,-45.67,-45.93,-50.3,-42.88,-50.81
3,1,-35.69,-49.57,-38.32,-44.11,-35.99,-51.51,-39.04,-48.43
3,2,-41.96,-42.89,-40.08,-43.18,-37.59,-41.18,-40.16,-54.6
3,3,-38.83,-52.34,-46.97,-43.72,-40.85,-51.27,-44.25,-41.87
3,4,-37.84,-45.79,-37.21,-49.56,-36.53,-45.59,-45.38,-49.47
3,5,-39.25,-48.4,-37.58,-50.96,-38.28,-52.8,-44.17,-47.94
4,0,-39.41,-51.53,-45.27,-50.07,-37.96,-49.61,-43.87,-49.36
4,1,-43.46,-46.63,-38.97,-47.01,-43.62,-51.1,-38.16,-46.49
4,2,-44.23,-45.8,-48.68,-55.37,-37.01,-53.3,-45.92,-49.4
4,3,-39.39,-50.27,-39.85,-49.38,-32.55,-50.18,-40.24,-47.76
4,4,-36.54,-58.47,-39.21,-40.05,-33.71,-51.81,-43.15,-45.27
4,5,-43.6,-43.73,-38.71,-56.04,-42.27,-52.68,-42.81,-55.38
5,0,-41.31,-42.43,-41.67,-51.76,-41.39,-42.82,-48.55,-37.44
5,1,-43.96,-50.76,-41.85,-45.48,-45.62,-53.6,-42.66,-46.43
5,2,-44.07,-51.7,-44.45,-55.79,-37.62,-50.97,-38.0,-40.52
5,3,-36.81,-56.74,-50.12,-48.14,-41.34,-45.64,-37.95,-46.21
5,4,-40.46,-47.3,-40.6,-50.62,-36.1,-41.65,-44.42,-48.24
5,5,-42.56,-50.18,-44.1,-53.06,-35.03,-40.21,-45.98,-43.49
6,0,-44.07,-58.33,-39.91,-42.83,-41.56,-50.38,-38.63,-42.47
6,1,-41.6,-53.02,-46.16,-52.12,-39.58,-45.5,-35.08,-36.71
6,2,-47.64,-45.1,-45.39,-45.36,-39.77,-47.01,-42.82,-41.68
6,3,-41.33,-47.87,-39.44,-49.92,-39.21,-53.08,-37.56,-44.17
6,4,-41.74,-44.99,-48.36,-44.5,-33.58,-42.33,-46.7,-49.34
6,5,-48.11,-52.99,-48.96,-45.41,-29.78,-47.59,-42.61,-49.73
