x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-35.850506840639774,-33.56006901756481,-21.79363561287144,-29.9350629381474,-40.46993681651311,-48.895076308585416,-41.73049528226976,-42.38390228166657
0,1,-38.898735320363365,-41.070094488878,-22.86473072949352,-40.87491484366465,-37.10364099547951,-46.39756020951256,-48.99314893076737,-47.5499130586029
0,2,-40.43203547653211,-41.919728936984775,-27.835940640425992,-43.99418777900566,-39.04388651456888,-49.953335347484185,-41.3838021150652,-48.039752993026816
0,3,-36.0894006827828,-45.57869260731642,-29.366120971968453,-47.546837481274245,-43.12707709310779,-46.61218516944418,-41.62815248858272,-47.05796231410655
0,4,-31.28286464633747,-30.21686594211726,-31.06321122100645,-44.17366383039896,-46.58845571261886,-48.133442337646585,-36.13912151364419,-39.75800130269633
0,5,-18.240662418118617,-32.120057073398605,-36.46272187754237,-47.73466897845022,-43.97704656663804,-50.52746603572297,-39.63787140436597,-46.03423593569226
1,0,-41.81328340060914,-43.88040262672389,-25.465174646621858,-33.94190896744128,-35.53780557051071,-42.77586496363829,-37.355497117046205,-44.74776593786152
1,1,-38.70341188088969,-36.0,-33.164925810578055,-35.07197588308701,-41.8660829459664,-50.68885334957778,-38.579930301934674,-51.63756650132924
1,2,-34.805165227884345,-44.849186574975455,-32.052997912282166,-40.56084920372654,-40.25387774369359,-46.61950546355568,-38.593091055325296,-46.79337319857762
1,3,-31.912004383435868,-37.75125814264929,-34.48652600652281,-49.23764656050664,-40.8148676491296,-51.67849612015446,-43.44279505864282,-54.68425854888962
1,4,-26.162135356376503,-35.396850659918094,-28.13627459582468,-45.25328541089463,-43.604383936775,-49.3366942172981,-44.03487236618271,-47.225455308054485
1,5,-26.224303329596108,-35.124196515446265,-39.55155786161551,-48.59757005856477,-40.8597726088036,-50.34341845626761,-45.2131186515399,-47.927190732690704
2,0,-40.776038294612704,-44.51211159150099,-33.5707373775618,-45.550360169269766,-37.930857565096005,-47.9010442220114,-40.9525901950366,-41.49577066470657
2,1,-36.30421186450014,-49.39099011999232,-33.13666474430246,-46.18240615878436,-34.924350084982265,-48.49903180880978,-44.73012764430107,-50.7658315273485
2,2,-30.50070677534142,-42.0,-33.53015842979781,-46.11090890410159,-35.13441196150614,-44.64792432658675,-38.97360523720164,-51.14823576106864
2,3,-33.660699664452814,-41.96949924989221,-35.117825692215305,-45.58398952954651,-36.64215698376612,-49.29416446005838,-37.44434516259056,-40.62962174559837
2,4,-31.27719536474348,-37.16198090222001,-44.0,-47.0,-34.28033127563244,-48.66792839035145,-39.0,-41.74049018914
2,5,-29.536057118731303,-32.53826972226497,-32.539775525949,-51.579583533463854,-37.374232659495,-48.54520032576016,-35.93941536824658,-48.53792879995569
3,0,-32.83650582016567,-46.44290125867607,-34.15739091010303,-42.695553171980215,-41.76350234148039,-47.02845499013789,-40.042270232057575,-47.31887258447247
3,1,-33.14936773127325,-46.28889389486502,-32.609504557320015,-41.44530379541376,-32.42245606942664,-48.026600023334325,-35.27499835416449,-44.89707048397557
3,2,-38.19498184466055,-38.0,-37.0,-39.474760407633646,-34.43637824875199,-39.38218193009735,-37.040049242740025,-49.78547253482069
3,3,-35.87086789546112,-48.96487507285431,-41.294054666996686,-39.571793811094366,-37.49936554750477,-48.013223075634606,-36.0,-36.52643505120259
3,4,-34.93142683044816,-42.2887617678447,-34.28263365117143,-46.56968154738619,-33.654044685061926,-42.60946211142616,-39.56226172582536,-45.14242453665448
3,5,-36.2765177479623,-43.2159801759358,-34.18739916530045,-46.38981108496898,-35.59395066972132,-49.21982390559082,-41.18099525857637,-45.09410805211223
4,0,-36.01795331680186,-47.51475408240741,-41.5723818281609,-46.40689384233953,-34.33906886690218,-46.55317230094217,-40.79056048804319,-45.725928330846834
4,1,-38.23951106991564,-42.32502708080286,-36.42405556079421,-44.65079546049181,-40.40266086028738,-48.67902395942596,-33.71542136018275,-43.86374781366498
4,2,-40.88484880509708,-42.35898858274744,-45.349582399389305,-51.74197335866026,-34.929412674335204,-50.94076405428223,-42.89941143477882,-46.72008612228703
4,3,-36.888716173064886,-48.46106293176475,-37.07682151536788,-45.26203994563653,-28.50634640612594,-47.394099489067,-37.618474874767706,-45.07101508362496
4,4,-32.30299471549576,-53.377785626689686,-33.99296867301391,-35.74056894256426,-30.80080379202837,-48.62113074122888,-39.75850780147852,-41.61550332787644
4,5,-39.58176044028132,-41.49650832755829,-35.6694267328305,-52.37811733138532,-38.74894801565243,-49.99325262910402,-39.30884557562844,-50.039264619139615
5,0,-37.31738744216998,-39.67418001246037,-37.26007566594189,-48.39636746538801,-38.75588748260305,-39.33859105908152,-42.0,-34.356687685933416
5,1,-41.70905004236076,-46.36867130722317,-37.66120534012375,-40.37058723013291,-41.6206001442434,-48.3192144291164,-39.10669929830509,-43.00369384318149
5,2,-40.423455810683095,-48.89686320020474,-40.72421240041218,-51.16687325839203,-35.4413410357191,-46.52489215420896,-35.46360709087168,-37.348703176160456
5,3,-34.59464916666174,-52.0,-47.0,-44.59031830424895,-38.893460054325736,-42.31717335457329,-32.052022425994444,-42.89774505814292
5,4,-38.030149798672696,-44.39921125833957,-36.330272778763344,-48.32100583495664,-33.92918240063571,-39.1520405583767,-40.759072607482985,-45.42121376971444
5,5,-39.333373306188406,-47.80786402340195,-41.48981256671445,-48.76617854888995,-32.95381045529331,-38.36704302679446,-42.21117412309547,-39.67856840888396
6,0,-35.4434163163595,-50.01713220288776,-36.60076165762635,-39.65342895911076,-37.60186361161908,-45.953234151486825,-34.830452332531046,-38.73521911670902
6,1,-38.647359532155846,-47.7519391979396,-42.47401060152176,-50.155751184613216,-37.07002472549105,-42.59699641432837,-29.0,-32.21247632668327
6,2,-43.228127148413215,-42.21383885180692,-41.25276934900126,-42.07227290409696,-36.593109034522335,-42.57169350571019,-38.65782337331388,-38.93246729234971
6,3,-37.57398256839943,-44.57619711065658,-35.60252079032703,-46.90592853650632,-36.96459926262406,-50.07945317271515,-35.02913362648808,-41.6296806166576
6,4,-38.73672681840711,-42.1949711725892,-44.074702594154594,-42.1329072051498,-29.452405316357314,-39.21102237424272,-43.70784926274074,-45.40686053294431
6,5,-43.1691330342647,-48.73169770084744,-45.0,-42.07299472144959,-26.08926749110026,-42.0,-40.59811785406222,-39.0
