x,y,Wifi_A,Wifi_A_5G,Wifi_B,Wifi_B_5G,Wifi_C,Wifi_C_5G,Wifi_D,Wifi_D_5G
0,0,-38.98190235154196,-46.73573350570487,-25.594558363911673,-33.469128345285796,-43.61085137807069,-54.911146429835675,-45.29717465526775,-49.53782250688836
0,1,-41.729000951418925,-46.14727404635937,-25.19092820955616,-49.95112476557402,-39.61680113023667,-50.95441082507786,-51.046528077731494,-50.34476186905312
0,2,-43.5392099291864,-50.84793209545336,-30.59155599472777,-47.130154101157444,-43.06547537551674,-53.80802189864147,-44.13420279496289,-50.59168198419437
0,3,-39.78602883877423,-51.44388405638044,-31.617553951490294,-51.41394264592394,-47.07777022915078,-49.771191600393365,-45.585140329525245,-49.61100152023758
0,4,-33.97154753789658,-31.648199609375496,-33.32675001651276,-47.74854976688943,-48.3912530258295,-51.244296303569755,-42.11607768825844,-47.27955094669041
0,5,-21.200504084523963,-34.83932880078198,-37.93362850983836,-51.123098410012574,-46.356131553590515,-53.03004733903145,-43.47382550672248,-49.23615690464724
1,0,-45.08215869762095,-48.22261117147309,-29.411962199315283,-36.80042369885007,-39.379654692397594,-47.05563065045599,-40.8777713135032,-47.459561248285965
1,1,-42.07468927570031,-40.3850012895348,-35.9209053862009,-38.11083759102938,-47.27926016003538,-55.69567049749166,-41.242352086297345,-57.346854343611625
1,2,-38.24663838598367,-47.98443493322556,-34.98529748163983,-44.275845587079544,-43.908252762498975,-49.616692452360034,-41.725188706780614,-49.83987687604741
1,3,-35.22096331578001,-40.03901921174791,-38.832451198684055,-53.026453486618195,-42.74260854648994,-54.5011760034828,-47.19846386319795,-61.38660842849337
1,4,-29.27096799806347,-38.09680981643556,-30.42338366132526,-49.25087378045518,-45.72288796487988,-52.630626569046335,-50.30650210003069,-49.35068652055223
1,5,-29.15185303324955,-38.04292711446056,-41.46326894831796,-52.21016370022579,-45.86804401101515,-53.71089351316098,-48.25568071721705,-51.63142981213393
2,0,-44.39403903599974,-48.81332025507772,-35.88381453076676,-49.41664633286244,-41.7541145966567,-53.0738942893054,-43.77498815989155,-44.33316500126992
2,1,-39.261283809041004,-52.1327477047258,-36.54717605109377,-53.75417907430647,-39.52457985961239,-53.28682804339607,-48.9085570560561,-55.41498455580037
2,2,-34.22159573035776,-44.9207791317625,-38.592046589731154,-50.0730080342629,-38.738693493484526,-47.11514932831482,-42.968255136398504,-53.00431049094017
2,3,-35.655584976035584,-44.41540582792253,-39.043902380501386,-47.87820638242667,-39.38339852468641,-52.906509304865175,-41.659627523000765,-43.62972685686967
2,4,-34.04652475884856,-40.19656752384134,-51.92212117394779,-51.3451301812392,-36.819243295343604,-50.947533869962164,-42.685622437516855,-43.37348404003767
2,5,-32.39204800034895,-34.129511616092955,-38.547266343849046,-53.984197006825866,-42.18025131394825,-51.13521159778942,-39.0514968659528,-51.96537392678081
3,0,-34.84114317889303,-49.77305156179767,-37.53878435070692,-45.74239698939334,-45.85707166795202,-50.267782650272736,-42.6787732208486,-50.55402308934942
3,1,-36.645575006023115,-49.60799533372671,-37.894775116991504,-43.19964784454041,-36.12201545899794,-51.523090897803996,-38.69654885917494,-47.74521577381536
3,2,-42.43328010500489,-42.79212809434901,-39.81710769274419,-42.34713377376556,-37.72245136579804,-41.18032028826063,-39.69831040849114,-54.86309333165478
3,3,-39.333271248459845,-52.7890798786858,-46.39161034066473,-43.50185489318002,-40.431248068134394,-51.541768635847134,-43.81333362827882,-40.12027811755435
3,4,-37.81289776438612,-44.51698495400623,-36.703920359655754,-49.4754430395346,-36.78936272641336,-45.27851696966664,-45.46158675335293,-49.53869127171813
3,5,-38.9096546326341,-48.5466593985382,-38.269196117931955,-50.881217894366316,-38.6019733899918,-52.891135201008,-44.12257903422179,-47.59859079950377
4,0,-40.080925028257475,-51.47248835148727,-45.48922523865613,-50.18844208368995,-38.19169846139579,-50.109975020204224,-43.501747009580754,-49.23639700352744
4,1,-43.17810964690405,-46.643917528512816,-38.490416465784435,-47.89700809755249,-43.998434350057295,-51.138584884009035,-37.86750693999823,-46.21634780464552
4,2,-44.259348590526386,-46.71977399495603,-48.64152287073466,-54.60953428311272,-37.32739771438155,-53.48314583508069,-46.014622663326534,-49.244927959027265
4,3,-38.92359427982099,-50.79906922545228,-39.70201555417043,-49.35884187504659,-32.662356581078846,-50.34390364070167,-39.55628972199311,-47.57561859719201
4,4,-36.35894916797518,-58.44453449199234,-39.458845710969584,-39.832702971058055,-33.71101963442061,-51.20607785665692,-42.53873782538339,-45.86428836051208
4,5,-43.80793883326501,-43.256892864587726,-38.695734844130776,-55.92218963476512,-42.41801533092736,-53.06902938183127,-42.635630537423914,-55.32888540032769
5,0,-41.14952354226699,-42.45506064969569,-41.142081222744835,-51.06789398128471,-40.84045819113243,-42.90789088648134,-49.19056993793802,-37.44383003253184
5,1,-43.72634463535992,-50.18527939633949,-42.08627708190696,-45.380241783374856,-45.19665501914767,-53.300189304365944,-42.65201764759475,-45.66223157467043
5,2,-43.9132977759033,-51.52691476803352,-44.567601063934056,-55.564294968774675,-38.39777789764305,-51.34784255676955,-38.78352947438388,-40.99320585292352
5,3,-36.90036432346433,-56.951778449557864,-49.871203701710826,-48.01966771620126,-41.147872307426,-45.75145134111857,-38.386374160838194,-46.538800103555445
5,4,-40.53392985266015,-47.20671693072807,-40.79060986349584,-51.156385067705884,-36.5082212388709,-41.580963510816474,-43.918258988823254,-47.976782162257116
5,5,-42.349186173667825,-49.76870234536192,-44.04406485606589,-53.78732546138909,-35.13516014988997,-40.24597271201057,-45.67252470328161,-42.20084785830557
6,0,-44.079180407227895,-59.40432014800152,-40.20691516494645,-41.974554942939044,-41.12325955254722,-50.51988432745823,-39.081584739752465,-43.02545646928705
6,1,-41.15530563538991,-53.24936059650409,-45.592816241365725,-51.9085485475499,-40.21711858512128,-45.25163448480117,-34.72866275104752,-36.45320098042629
6,2,-47.693688973169934,-44.756457231021926,-45.27523141891018,-45.50351721827829,-39.372098784371794,-46.314753273734084,-43.5691291954953,-41.22879618075187
6,3,-41.402166439536025,-48.1344167270325,-39.155482841768325,-50.07144191141806,-39.125477124537056,-53.486932864779334,-37.74928170364075,-44.326349383404185
6,4,-41.620323213664406,-44.96429184391877,-48.09449652171675,-44.72073112081192,-34.00935381826357,-42.09818568677599,-46.53746212676607,-49.48033934720143
6,5,-47.584609143133896,-52.6199862954866,-48.85304246566501,-45.61861739595282,-30.028499838361896,-47.79586561690094,-42.73573078919399,-50.16935397458245
