Column,Mean,Median,Maximum
Wifi_A_5G,-47.475,-47.0,-45
Wifi_A_5G,-46.05,-46.0,-42
Wifi_A_5G,-46.375,-46.5,-42
Wifi_A_5G,-45.2,-45.0,-42
Wifi_A_5G,-45.95,-46.0,-42
Wifi_A_5G,-42.725,-43.0,-36
Wifi_A_5G,-38.95,-39.0,-35
