TimeStampMillis,TimeStampFormatted,Wifi_D_5G,Wifi_D,Wifi_C_5G,Wifi_B_5G,Wifi_B,Wifi_C,Wifi_A_5G,Wifi_A
1691490804440,(08/08/2023)_17/33/24,-45,-37,-47,-42,-48,-37,-45,-37
1691490808518,(08/08/2023)_17/33/28,-46,-34,-47,-45,-41,-37,-43,-37
1691490810563,(08/08/2023)_17/33/30,-48,-36,-44,-44,-48,-37,-47,-40
1691490814466,(08/08/2023)_17/33/34,-48,-36,-47,-45,-44,-36,-45,-37
1691490820533,(08/08/2023)_17/33/40,-46,-37,-44,-45,-45,-38,-44,-36
1691490822570,(08/08/2023)_17/33/42,-47,-37,-45,-42,-43,-36,-49,-38
1691490824506,(08/08/2023)_17/33/44,-47,-35,-45,-45,-45,-36,-48,-40
1691490828496,(08/08/2023)_17/33/48,-44,-39,-47,-44,-46,-37,-45,-40
1691490830544,(08/08/2023)_17/33/50,-47,-36,-44,-46,-48,-39,-47,-40
1691490832489,(08/08/2023)_17/33/52,-46,-37,-46,-45,-44,-37,-47,-37
1691490834636,(08/08/2023)_17/33/54,-47,-37,-47,-43,-43,-38,-49,-38
1691490838534,(08/08/2023)_17/33/58,-42,-37,-47,-40,-46,-38,-48,-36
1691490840460,(08/08/2023)_17/34/00,-48,-35,-44,-44,-40,-38,-46,-40
1691490846507,(08/08/2023)_17/34/06,-44,-36,-41,-45,-44,-37,-49,-38
1691490848578,(08/08/2023)_17/34/08,-46,-35,-44,-46,-45,-39,-44,-41
1691490850537,(08/08/2023)_17/34/10,-46,-36,-45,-45,-43,-42,-43,-41
1691490854626,(08/08/2023)_17/34/14,-48,-36,-45,-45,-42,-39,-43,-36
1691490860548,(08/08/2023)_17/34/20,-44,-35,-43,-40,-45,-37,-45,-41
1691490864546,(08/08/2023)_17/34/24,-44,-36,-47,-46,-44,-38,-45,-40
1691490868626,(08/08/2023)_17/34/28,-45,-34,-47,-46,-44,-37,-46,-38
1691490870587,(08/08/2023)_17/34/30,-47,-37,-47,-45,-43,-38,-46,-37
1691490872637,(08/08/2023)_17/34/32,-45,-38,-48,-45,-29,-36,-46,-39
1691490876616,(08/08/2023)_17/34/36,-45,-38,-46,-45,-44,-37,-46,-37
1691490880652,(08/08/2023)_17/34/40,-49,-37,-46,-48,-45,-37,-47,-39
1691490882660,(08/08/2023)_17/34/42,-46,-35,-47,-45,-45,-36,-44,-39
1691490884614,(08/08/2023)_17/34/44,-46,-35,-46,-45,-44,-38,-44,-39
1691490888595,(08/08/2023)_17/34/48,-46,-37,-44,-46,-45,-38,-47,-40
1691490890577,(08/08/2023)_17/34/50,-44,-36,-46,-46,-45,-37,-47,-38
1691490894675,(08/08/2023)_17/34/54,-46,-37,-44,-45,-41,-38,-46,-38
1691490896606,(08/08/2023)_17/34/56,-46,-37,-46,-45,-45,-37,-48,-38
1691490898738,(08/08/2023)_17/34/58,-44,-37,-44,-45,-44,-38,-46,-40
1691490900642,(08/08/2023)_17/35/00,-47,-37,-45,-44,-46,-37,-49,-39
1691490902650,(08/08/2023)_17/35/02,-45,-39,-43,-46,-46,-37,-42,-39
1691490904589,(08/08/2023)_17/35/04,-46,-37,-44,-45,-43,-38,-47,-38
1691490906626,(08/08/2023)_17/35/06,-44,-37,-42,-45,-45,-39,-44,-38
1691490908691,(08/08/2023)_17/35/08,-47,-37,-48,-44,-45,-38,-45,-40
1691490910632,(08/08/2023)_17/35/10,-47,-35,-47,-44,-41,-42,-46,-40
1691490912675,(08/08/2023)_17/35/12,-46,-38,-46,-46,-46,-39,-49,-39
1691490914607,(08/08/2023)_17/35/14,-48,-36,-45,-45,-46,-42,-45,-40
1691490916672,(08/08/2023)_17/35/16,-47,-36,-44,-43,-43,-36,-46,-39
