TimeStampMillis,TimeStampFormatted,Wifi_D_5G,Wifi_D,Wifi_C_5G,Wifi_B_5G,Wifi_B,Wifi_C,Wifi_A_5G,Wifi_A
1691491391995,(08/08/2023)_17/43/11,-45,-44,-50,-45,-50,-42,-46,-51
1691491394061,(08/08/2023)_17/43/14,-45,-45,-54,-49,-47,-43,-45,-47
1691491396101,(08/08/2023)_17/43/16,-46,-43,-48,-46,-50,-45,-46,-46
1691491398033,(08/08/2023)_17/43/18,-45,-42,-48,-44,-49,-39,-45,-49
1691491399999,(08/08/2023)_17/43/19,-46,-45,-51,-52,-50,-43,-47,-51
1691491402050,(08/08/2023)_17/43/22,-46,-47,-48,-48,-46,-43,-46,-50
1691491408068,(08/08/2023)_17/43/28,-47,-45,-51,-47,-50,-43,-45,-49
1691491412072,(08/08/2023)_17/43/32,-47,-48,-52,-48,-50,-42,-48,-51
1691491418034,(08/08/2023)_17/43/38,-46,-46,-49,-48,-45,-40,-46,-51
1691491422101,(08/08/2023)_17/43/42,-46,-44,-48,-49,-47,-43,-46,-47
1691491424050,(08/08/2023)_17/43/44,-48,-44,-47,-47,-51,-44,-43,-50
1691491428039,(08/08/2023)_17/43/48,-47,-48,-50,-48,-50,-43,-45,-50
1691491430019,(08/08/2023)_17/43/50,-45,-44,-49,-47,-46,-39,-46,-51
1691491432061,(08/08/2023)_17/43/52,-47,-44,-47,-48,-47,-43,-46,-48
1691491436036,(08/08/2023)_17/43/56,-45,-45,-48,-48,-50,-43,-46,-48
1691491438064,(08/08/2023)_17/43/58,-47,-47,-50,-49,-53,-42,-45,-51
1691491439988,(08/08/2023)_17/43/59,-49,-49,-46,-46,-50,-45,-48,-48
1691491444116,(08/08/2023)_17/44/04,-49,-45,-52,-52,-50,-43,-48,-51
1691491446167,(08/08/2023)_17/44/06,-46,-44,-50,-48,-50,-44,-45,-50
1691491452122,(08/08/2023)_17/44/12,-46,-44,-53,-48,-47,-43,-48,-50
1691491454158,(08/08/2023)_17/44/14,-47,-46,-51,-48,-47,-43,-43,-48
1691491460194,(08/08/2023)_17/44/20,-47,-45,-51,-46,-49,-42,-48,-50
1691491462157,(08/08/2023)_17/44/22,-45,-45,-53,-47,-49,-42,-44,-50
1691491466149,(08/08/2023)_17/44/26,-46,-45,-51,-50,-47,-43,-46,-50
1691491476188,(08/08/2023)_17/44/36,-46,-43,-49,-51,-51,-44,-49,-49
1691491482232,(08/08/2023)_17/44/42,-49,-49,-51,-50,-53,-41,-47,-51
1691491484182,(08/08/2023)_17/44/44,-46,-46,-49,-49,-48,-44,-48,-51
1691491488243,(08/08/2023)_17/44/48,-48,-44,-50,-50,-51,-43,-48,-53
1691491492167,(08/08/2023)_17/44/52,-45,-47,-54,-47,-45,-41,-48,-49
1691491494187,(08/08/2023)_17/44/54,-47,-43,-47,-47,-49,-42,-46,-49
1691491502193,(08/08/2023)_17/45/02,-49,-45,-52,-48,-49,-45,-42,-51
1691491506308,(08/08/2023)_17/45/06,-45,-45,-50,-44,-49,-42,-43,-45
1691491510177,(08/08/2023)_17/45/10,-49,-44,-51,-48,-46,-43,-45,-49
1691491518180,(08/08/2023)_17/45/18,-45,-45,-46,-45,-47,-43,-47,-47
1691491522161,(08/08/2023)_17/45/22,-45,-46,-49,-45,-50,-41,-47,-50
1691491524200,(08/08/2023)_17/45/24,-49,-42,-49,-49,-50,-46,-45,-49
1691491528197,(08/08/2023)_17/45/28,-45,-46,-52,-45,-50,-43,-47,-49
1691491534153,(08/08/2023)_17/45/34,-46,-43,-47,-46,-50,-42,-47,-50
1691491536337,(08/08/2023)_17/45/36,-49,-43,-51,-50,-50,-44,-46,-52
1691491540190,(08/08/2023)_17/45/40,-50,-44,-48,-49,-44,-41,-46,-42
